timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,avg_value,value_range,avg_advantage,advantage_std,reward_mean,reward_std,hold_pct,buy_pct,sell_pct,buffer_avg_reward,buffer_win_rate,avg_close_pnl,stoploss_count,cumulative_stoploss,cumulative_pnl,cumulative_trades,cumulative_win_rate
2026-03-24T13:48:18.076071,1,-0.05133021757937968,1.676673173904419,0.7304062664508819,0.002536179486196488,0.116015625,0.15591234,-0.35430341958999634,4.28660249710083,0.6184384226799011,1.7819123268127441,-0.2827449590676252,3.6080432390691235,0.52734375,0.111328125,0.361328125,0.06897887901091294,0.17578125,3.6129268292682912,0,0,148.12999999999997,41,0.6341463414634146
2026-03-24T13:50:24.157161,2,-0.046724783396348356,1.6390765637159348,0.695660226047039,-0.0020867043087491764,0.053515625,0.17302316,-0.4853246510028839,4.01194429397583,0.10197056829929352,1.8434866666793823,-0.2825141030449944,3.609141692389955,0.568359375,0.16015625,0.271484375,-0.05969898587814728,0.1796875,-6.282857142857139,0,0,-71.76999999999994,76,0.5526315789473685
2026-03-24T13:52:40.986940,3,-0.04471276765689254,1.7383563250303269,0.7184547543525696,0.006940757343545556,0.1390625,0.12273896,-0.09297353774309158,4.353366851806641,0.33750128746032715,1.8703727722167969,-0.28070513924489604,3.6102491440137743,0.572265625,0.126953125,0.30078125,0.06265008802673695,0.1796875,4.298108108108108,1,1,87.26000000000008,113,0.6017699115044248
2026-03-24T13:54:47.907456,4,-0.045167788537219165,1.5700336068868637,0.7343680426478386,0.004675078627769835,0.061328125,0.15836239,-0.21614569425582886,4.1234259605407715,-0.04537400230765343,1.8043676614761353,-0.28039199518366853,3.6108671092038045,0.56640625,0.103515625,0.330078125,-0.05183632373709967,0.1328125,-7.814285714285716,2,3,-186.23999999999995,148,0.5675675675675675
2026-03-24T13:56:50.283523,5,-0.04519664598628879,1.246706035733223,0.6870016574859619,-0.0007497038779547438,0.032421875,0.091051996,-0.1376286745071411,4.316153049468994,0.02848713845014572,1.6058664321899414,-0.2797997195629644,3.609140013214624,0.64453125,0.095703125,0.259765625,-0.02423725936363253,0.111328125,-3.112187499999997,0,3,-285.8299999999999,180,0.5388888888888889
2026-03-24T13:59:09.458719,6,-0.04216078775934875,2.6127799645066263,0.7245925754308701,0.003081255266442895,0.041796875,0.15625882,0.1090264618396759,4.227506637573242,-0.7020313739776611,2.2251064777374268,-0.28054939939741097,3.6160390560531024,0.58203125,0.109375,0.30859375,-0.1387072193809016,0.11328125,-36.61122222222222,11,14,-1603.8339999999998,216,0.5092592592592593
2026-03-24T14:01:25.029019,7,-0.046174697345122695,0.7117419160902501,0.7204445600509644,0.0050584339653141795,0.057421875,0.049925268,0.0748213604092598,3.923175096511841,0.02312394231557846,1.2225277423858643,-0.2793313281970188,3.6132516630048794,0.537109375,0.103515625,0.359375,0.022346160674961993,0.083984375,3.4241379310344837,0,14,-1504.5339999999992,245,0.5142857142857142
2026-03-24T14:03:43.807536,8,-0.04519860022701323,1.3445220753550529,0.7041678756475449,0.002977182713220827,0.059375,0.014524758,-0.30534571409225464,3.7550365924835205,-0.3867632746696472,1.6331963539123535,-0.2803242098285725,3.6128642929182924,0.51171875,0.17578125,0.3125,-0.1590978078267428,0.111328125,-12.327674418604651,0,14,-2034.623999999999,288,0.4722222222222222
2026-03-24T14:06:04.108470,9,-0.046273459773510696,1.8957916051149368,0.7134199902415276,0.006393865568679757,0.065625,0.09628153,-0.40282541513442993,4.26676607131958,-0.14950314164161682,1.9628193378448486,-0.2807727358947143,3.6144463729498324,0.529296875,0.14453125,0.326171875,-0.11319870489353934,0.109375,-6.4813636363636355,1,15,-2319.8039999999987,332,0.45180722891566266
2026-03-24T14:08:35.774939,10,-0.043037432711571455,2.047847980260849,0.7117146372795105,0.0024862168298568576,0.041796875,0.015955925,-0.3971223533153534,4.75895881652832,-0.3150494694709778,2.0238304138183594,-0.2817510576991981,3.619594346536815,0.529296875,0.18359375,0.287109375,-0.15880866017073003,0.11328125,-14.50842105263158,6,21,-3146.783999999998,389,0.4370179948586118
