timestamp,update_num,policy_loss,value_loss,entropy,approx_kl,clip_fraction,explained_variance,avg_value,value_range,avg_advantage,advantage_std,reward_mean,reward_std,hold_pct,buy_pct,sell_pct,buffer_avg_reward,buffer_win_rate,avg_close_pnl,cumulative_pnl,cumulative_trades,cumulative_win_rate
2026-03-22T03:59:03.036304,1,-0.11174637004733086,7.487038862705231,1.0556687280535697,0.014319061930291355,0.1248046875,0.0012213588,-0.06647554039955139,1.1797767877578735,-2.32138991355896,3.2569546699523926,-4.95416015625,21.91032320266962,0.287109375,0.40625,0.306640625,-0.2427750964633221,0.03125,-65.03923076923077,-2536.5299999999997,39,0.1282051282051282
2026-03-22T04:00:34.130923,2,-0.0976297402754426,0.010668016332783737,1.0582806214690208,0.0034840716049075126,0.0412109375,-0.23677325,-0.1880675107240677,0.969021737575531,0.04783613234758377,0.20735274255275726,-2.5178222656249996,15.694415503911785,0.353515625,0.373046875,0.2734375,-0.005126056406304682,0.0,-8.344,-2578.2499999999995,44,0.11363636363636363
2026-03-22T04:02:01.175410,3,-0.09547937419265509,0.4050127238035202,1.0107737444341183,0.007101143308682367,0.046875,-0.020246744,-0.2415998876094818,0.8498716354370117,0.16834382712841034,0.930264949798584,-1.6821582031250006,13.203945584918056,0.40234375,0.453125,0.14453125,-0.0005328935157560887,0.099609375,-0.24612903225806296,-2585.8799999999997,75,0.24
2026-03-22T04:03:23.435154,4,-0.10156796434894204,0.564570403471589,0.9987845838069915,0.00919940714375116,0.1126953125,0.038973033,-0.21346202492713928,1.082324743270874,-0.5570859909057617,1.0108883380889893,-1.4795263671874979,11.636040192505753,0.4140625,0.412109375,0.173828125,-0.07158852947224245,0.048828125,-13.328529411764709,-3039.05,109,0.22018348623853212
2026-03-22T04:04:53.325482,5,-0.09913265639916062,1.7591739684343337,0.9966030798852443,0.008715139352716506,0.040625,-0.0112781525,-0.3745085597038269,1.2195473909378052,-0.8680849075317383,1.7541204690933228,-1.4333906249999997,10.827082593355865,0.365234375,0.4609375,0.173828125,-0.11185384914703253,0.056640625,-18.012285714285717,-3669.4800000000005,144,0.24305555555555555
2026-03-22T04:06:16.067649,6,-0.09799233400262893,0.7779141061007977,1.0089860089123248,0.006208296318072825,0.062109375,0.1312626,-0.5596196055412292,1.4494061470031738,-0.2842952609062195,1.2792075872421265,-1.2957275390624985,10.054603659436593,0.39453125,0.4296875,0.17578125,-0.05947093974822597,0.056640625,-10.349354838709678,-3990.31,175,0.2342857142857143
2026-03-22T04:07:41.224742,7,-0.09743654737249016,5.846050219237805,1.01224884390831,0.006499671784695238,0.0232421875,0.016565442,-0.31466007232666016,1.928123950958252,-1.3385649919509888,3.237445116043091,-1.3336300223214266,10.30383573136008,0.39453125,0.38671875,0.21875,-0.15028748061671293,0.05859375,-24.244062500000002,-4766.120000000001,207,0.2318840579710145
2026-03-22T04:09:04.225246,8,-0.10003350512124598,1.7779306963086128,1.0020284466445446,-0.00312415596563369,0.1060546875,0.08859104,-0.6147027611732483,1.6748371124267578,-0.8557434678077698,1.7748435735702515,-1.3169750976562464,9.991519527974472,0.44140625,0.322265625,0.236328125,-0.11785799762878751,0.03125,-19.826129032258063,-5380.730000000001,238,0.21428571428571427
2026-03-22T04:10:29.213246,9,-0.09567506331950426,29.501368203759192,0.9945080161094666,0.0026213983714114875,0.0302734375,-0.021984935,-0.5386563539505005,2.0843496322631836,0.9496304392814636,7.671000003814697,-1.0762697482638839,14.475185459100267,0.435546875,0.400390625,0.1640625,0.035642065377196025,0.04296875,15.613466666666666,-4912.326,268,0.20522388059701493
2026-03-22T04:11:51.424928,10,-0.09337568241171539,1.148025168478489,1.0098295040428638,0.003615157020976767,0.0240234375,-0.048019767,-0.4480782151222229,1.7776259183883667,-0.14227110147476196,1.5862679481506348,-1.0218273437499952,13.929576395861423,0.373046875,0.41015625,0.216796875,-0.03746757238037827,0.080078125,-9.923548387096774,-5219.9559999999965,299,0.21739130434782608
2026-03-22T04:13:17.345685,11,-0.0921320132445544,3.6087875202298165,0.9955576203763485,0.0010073656565509736,0.03515625,0.005036235,-0.6760435104370117,2.1740057468414307,-1.2911231517791748,2.4636218547821045,-1.1436395596590863,13.921930419169694,0.416015625,0.310546875,0.2734375,-0.17022726698180893,0.05859375,-36.90773333333333,-6327.187999999996,329,0.2066869300911854
2026-03-22T04:14:53.975590,12,-0.0961397273465991,4.518347686529159,1.0013078525662422,0.004842537286458537,0.062890625,0.09217757,-0.5106053948402405,1.8938510417938232,-1.2020410299301147,2.8384788036346436,-1.267359908883822,14.014731392481217,0.337890625,0.390625,0.271484375,-0.17553237290871218,0.009765625,-87.65311111111112,-7904.943999999995,347,0.1988472622478386
2026-03-22T04:16:25.066889,13,-0.09695447119884193,0.7009747359901667,0.9543299689888954,0.00422291478025727,0.026953125,0.056684196,-0.7598362565040588,2.1330175399780273,0.34928423166275024,1.2060461044311523,-1.1718765395013448,13.55885621534343,0.376953125,0.470703125,0.15234375,-0.002070762300245421,0.083984375,0.27937499999999593,-7900.473999999996,363,0.2066115702479339
